polarity,todotask,othertask,correct,total_time,key_pressed,time_taken
congruent,Sound,Movement,left,2.5,left,1.045
conflict,Sound,Movement,left,2.5,right,0.69
congruent,Movement,Sound,right,2.5,right,0.908
congruent,Movement,Sound,left,2.5,left,1.214
conflict,Movement,Sound,left,2.5,left,0.585
conflict,Movement,Sound,right,2.5,right,0.485
conflict,Movement,Sound,right,2.5,right,0.499
congruent,Sound,Movement,right,2.5,right,1.129
conflict,Sound,Movement,right,2.5,right,0.744
conflict,Sound,Movement,left,2.5,right,0.789
congruent,Movement,Sound,left,2.5,left,0.944
conflict,Sound,Movement,left,2.5,left,1.369
congruent,Sound,Movement,left,2.5,left,0.635
congruent,Sound,Movement,right,2.5,right,0.94
congruent,Sound,Movement,right,2.5,right,0.738
conflict,Sound,Movement,right,2.5,right,0.806
conflict,Movement,Sound,right,2.5,left,1.01
congruent,Movement,Sound,left,2.5,left,0.992
neutral,Movement,Movement,right,2.5,right,0.696
neutral,Movement,Movement,right,2.5,right,0.689
neutral,Movement,Movement,left,2.5,left,0.536
neutral,Movement,Movement,left,2.5,left,0.502
neutral,Movement,Movement,left,2.5,left,0.555
neutral,Movement,Movement,left,2.5,left,0.52
neutral,Movement,Movement,right,2.5,right,0.603
neutral,Movement,Movement,right,2.5,right,0.568
neutral,Movement,Movement,right,2.5,right,0.521
neutral,Movement,Movement,right,2.5,right,0.623
neutral,Direction,Direction,left,2.5,left,0.966
neutral,Direction,Direction,left,2.5,left,0.739
neutral,Direction,Direction,left,2.5,left,0.704
neutral,Direction,Direction,left,2.5,left,0.619
neutral,Direction,Direction,left,2.5,left,0.723
neutral,Direction,Direction,right,2.5,right,0.503
neutral,Direction,Direction,right,2.5,right,0.57
neutral,Direction,Direction,right,2.5,right,0.537
neutral,Direction,Direction,right,2.5,right,0.979
neutral,Direction,Direction,right,2.5,right,0.449
conflict,Movement,Direction,left,2.5,left,2.07
congruent,Movement,Direction,right,2.5,right,0.975
conflict,Movement,Direction,right,2.5,right,0.993
congruent,Movement,Direction,left,2.5,left,0.808
conflict,Movement,Direction,left,2.5,left,0.621
conflict,Movement,Direction,left,2.5,left,0.825
conflict,Movement,Direction,left,2.5,left,0.671
congruent,Movement,Direction,left,2.5,left,0.994
congruent,Movement,Direction,left,2.5,left,0.706
congruent,Movement,Direction,left,2.5,left,0.467
conflict,Direction,Movement,right,2.5,right,0.993
congruent,Direction,Movement,right,2.5,right,0.569
conflict,Direction,Movement,right,2.5,right,0.896
congruent,Direction,Movement,left,2.5,left,0.536
conflict,Direction,Movement,right,2.5,right,0.554
conflict,Direction,Movement,right,2.5,right,0.553
conflict,Direction,Movement,left,2.5,left,0.605
congruent,Direction,Movement,right,2.5,right,0.672
congruent,Direction,Movement,left,2.5,left,0.553
congruent,Direction,Movement,left,2.5,left,0.67
congruent,Direction,Movement,left,2.5,left,1.316
conflict,Direction,Movement,right,2.5,right,2.428
conflict,Direction,Movement,left,2.5,left,0.81
congruent,Movement,Direction,right,2.5,right,0.842
congruent,Direction,Movement,right,2.5,left,0.875
congruent,Movement,Direction,left,2.5,none,2.5
conflict,Movement,Direction,right,2.5,right,1.284
conflict,Direction,Movement,left,2.5,left,1.218
conflict,Movement,Direction,left,2.5,left,1.15
congruent,Movement,Direction,right,2.5,left,0.656
congruent,Direction,Movement,left,2.5,left,1.183
congruent,Direction,Movement,right,2.5,right,0.86
congruent,Movement,Direction,right,2.5,right,0.0
conflict,Movement,Direction,right,2.5,right,0.842
congruent,Direction,Movement,right,2.5,right,0.926
conflict,Direction,Movement,right,2.5,right,1.744
conflict,Direction,Movement,left,2.5,left,0.81
congruent,Movement,Direction,left,2.5,left,1.063
conflict,Movement,Direction,right,2.5,left,0.739
conflict,Movement,Direction,left,2.5,left,0.604
