polarity,todotask,othertask,correct,total_time,key_pressed,time_taken
neutral,Direction,Direction,right,2.5,right,0.814
neutral,Direction,Direction,left,2.5,left,0.503
neutral,Direction,Direction,right,2.5,right,0.59
neutral,Direction,Direction,right,2.5,right,0.486
neutral,Direction,Direction,left,2.5,left,0.588
neutral,Direction,Direction,right,2.5,right,0.45
neutral,Direction,Direction,right,2.5,right,1.555
neutral,Direction,Direction,left,2.5,left,0.52
neutral,Direction,Direction,left,2.5,left,0.946
neutral,Direction,Direction,right,2.5,right,0.555
neutral,Sound,Sound,left,2.5,left,1.025
neutral,Sound,Sound,right,2.5,right,0.792
neutral,Sound,Sound,left,2.5,left,0.803
neutral,Sound,Sound,left,2.5,left,1.229
neutral,Sound,Sound,left,2.5,left,0.99
neutral,Sound,Sound,right,2.5,right,0.891
neutral,Sound,Sound,left,2.5,left,0.787
neutral,Sound,Sound,right,2.5,right,0.773
neutral,Sound,Sound,right,2.5,right,1.127
neutral,Sound,Sound,left,2.5,left,1.08
congruent,Direction,Sound,right,2.5,right,0.703
congruent,Direction,Sound,left,2.5,left,0.602
conflict,Direction,Sound,right,2.5,right,0.531
congruent,Direction,Sound,left,2.5,left,0.412
conflict,Direction,Sound,left,2.5,left,1.042
conflict,Direction,Sound,right,2.5,right,0.45
congruent,Direction,Sound,right,2.5,right,0.497
conflict,Direction,Sound,left,2.5,left,0.433
congruent,Direction,Sound,right,2.5,right,0.582
conflict,Direction,Sound,right,2.5,right,0.412
congruent,Sound,Direction,right,2.5,right,1.008
congruent,Sound,Direction,right,2.5,right,0.736
conflict,Sound,Direction,right,2.5,right,0.992
congruent,Sound,Direction,left,2.5,left,0.671
conflict,Sound,Direction,right,2.5,right,0.806
conflict,Sound,Direction,right,2.5,right,0.843
congruent,Sound,Direction,right,2.5,right,0.957
conflict,Sound,Direction,left,2.5,left,0.873
congruent,Sound,Direction,right,2.5,right,0.874
conflict,Sound,Direction,right,2.5,right,1.23
conflict,Sound,Direction,right,2.5,right,0.949
conflict,Direction,Sound,right,2.5,left,2.047
congruent,Direction,Sound,left,2.5,left,1.743
congruent,Direction,Sound,left,2.5,left,1.027
congruent,Sound,Direction,left,2.5,left,2.032
conflict,Sound,Direction,right,2.5,right,1.301
congruent,Sound,Direction,left,2.5,left,1.402
conflict,Sound,Direction,left,2.5,right,0.668
conflict,Sound,Direction,left,2.5,left,1.71
congruent,Sound,Direction,right,2.5,right,0.789
conflict,Direction,Sound,right,2.5,right,1.641
conflict,Direction,Sound,right,2.5,right,0.876
congruent,Sound,Direction,right,2.5,right,1.165
congruent,Direction,Sound,right,2.5,right,1.524
congruent,Direction,Sound,left,2.5,left,0.793
conflict,Direction,Sound,left,2.5,left,0.974
congruent,Sound,Direction,right,2.5,right,1.556
conflict,Sound,Direction,left,2.5,left,1.201
congruent,Direction,Sound,left,2.5,left,0.874
conflict,Direction,Sound,left,2.5,left,1.623
neutral,Sound,Sound,left,2.5,left,1.008
neutral,Sound,Sound,right,2.5,right,0.841
neutral,Sound,Sound,right,2.5,right,0.857
neutral,Sound,Sound,left,2.5,left,0.702
neutral,Sound,Sound,right,2.5,right,1.042
neutral,Sound,Sound,left,2.5,left,0.939
neutral,Sound,Sound,right,2.5,right,0.892
neutral,Sound,Sound,right,2.5,right,1.013
neutral,Sound,Sound,right,2.5,right,0.786
neutral,Sound,Sound,left,2.5,left,0.719
neutral,Movement,Movement,right,2.5,right,0.767
neutral,Movement,Movement,right,2.5,right,0.756
neutral,Movement,Movement,right,2.5,right,0.777
neutral,Movement,Movement,right,2.5,right,0.673
neutral,Movement,Movement,left,2.5,left,0.57
neutral,Movement,Movement,left,2.5,left,0.637
neutral,Movement,Movement,right,2.5,right,0.552
neutral,Movement,Movement,left,2.5,left,0.486
neutral,Movement,Movement,right,2.5,right,0.503
neutral,Movement,Movement,right,2.5,right,0.602
conflict,Sound,Movement,right,2.5,left,1.503
conflict,Sound,Movement,left,2.5,left,1.437
conflict,Sound,Movement,left,2.5,left,0.945
congruent,Sound,Movement,left,2.5,left,0.872
congruent,Sound,Movement,left,2.5,left,1.03
congruent,Sound,Movement,right,2.5,right,0.755
congruent,Sound,Movement,right,2.5,right,0.738
conflict,Sound,Movement,left,2.5,left,0.857
conflict,Sound,Movement,left,2.5,left,1.199
congruent,Sound,Movement,left,2.5,left,0.821
conflict,Movement,Sound,right,2.5,right,1.075
conflict,Movement,Sound,right,2.5,right,0.686
conflict,Movement,Sound,left,2.5,left,0.672
congruent,Movement,Sound,left,2.5,left,0.936
congruent,Movement,Sound,left,2.5,left,0.515
congruent,Movement,Sound,left,2.5,left,0.841
congruent,Movement,Sound,right,2.5,right,0.569
conflict,Movement,Sound,right,2.5,right,0.72
conflict,Movement,Sound,right,2.5,right,0.739
congruent,Movement,Sound,left,2.5,left,0.791
congruent,Sound,Movement,right,2.5,right,1.277
congruent,Movement,Sound,right,2.5,right,1.131
conflict,Sound,Movement,left,2.5,left,1.199
congruent,Movement,Sound,right,2.5,right,0.944
conflict,Movement,Sound,left,2.5,left,1.93
conflict,Sound,Movement,right,2.5,right,2.053
congruent,Sound,Movement,left,2.5,left,1.525
conflict,Movement,Sound,left,2.5,left,1.127
conflict,Movement,Sound,right,2.5,right,1.097
congruent,Sound,Movement,left,2.5,left,1.133
conflict,Sound,Movement,right,2.5,right,1.299
conflict,Movement,Sound,left,2.5,left,1.442
congruent,Movement,Sound,left,2.5,left,1.028
conflict,Sound,Movement,left,2.5,right,1.145
conflict,Sound,Movement,left,2.5,left,1.215
congruent,Movement,Sound,right,2.5,right,1.468
